previousids	refseqids
Tc00.1047053508979.40	XP_811003
Tc00.1047053511027.20	XP_804618
Tc00.1047053506743.90	XP_816341
Tc00.1047053510713.170	XP_818097
Tc00.1047053507615.60	XP_815777
Tc00.1047053510861.60	XP_816274
Tc00.1047053503861.80	XP_817335
Tc00.1047053508693.84	XP_817814
Tc00.1047053509965.110	XP_820228
Tc00.1047053508951.60	XP_808995
Tc00.1047053506861.39	XP_804657
Tc00.1047053511257.80	XP_813510
Tc00.1047053505807.110	XP_816623
Tc00.1047053511903.240	XP_817938
Tc00.1047053507957.50	XP_819544
Tc00.1047053510155.170	XP_820122
Tc00.1047053507611.310	XP_821169
Tc00.1047053511173.210	XP_821386
Tc00.1047053511421.50	XP_818798
Tc00.1047053506825.170	XP_819758
Tc00.1047053506925.64	XP_821600
Tc00.1047053421959.10	XP_802169
Tc00.1047053503625.20	XP_804777
Tc00.1047053503787.20	XP_804802
Tc00.1047053506183.20	XP_814595
Tc00.1047053511217.39	XP_818342
Tc00.1047053454787.10	XP_802468
Tc00.1047053508307.10	XP_817125
Tc00.1047053508741.40	XP_821038
Tc00.1047053510205.50	XP_809011
Tc00.1047053507053.170	XP_817703
Tc00.1047053508181.4	XP_816909
Tc00.1047053506941.150	XP_819083
Tc00.1047053510221.39	XP_804950
Tc00.1047053509733.150	XP_818676
Tc00.1047053510889.50	XP_820872
Tc00.1047053506925.480	XP_821592
Tc00.1047053510339.60	XP_811273
Tc00.1047053511159.14	XP_806477
Tc00.1047053510407.40	XP_810292
Tc00.1047053508989.50	XP_811334
Tc00.1047053506779.110	XP_815542
Tc00.1047053506303.70	XP_815793
Tc00.1047053511827.60	XP_816565
Tc00.1047053503861.10	XP_817332
Tc00.1047053510021.100	XP_818189
Tc00.1047053506855.290	XP_820586
Tc00.1047053510671.31	XP_804631
Tc00.1047053506753.210	XP_815386
Tc00.1047053511181.90	XP_816365
Tc00.1047053511217.100	XP_818330
Tc00.1047053506577.130	XP_816889
Tc00.1047053511621.259	XP_817568
Tc00.1047053506989.70	XP_818642
Tc00.1047053504147.330	XP_819821
Tc00.1047053508355.100	XP_821103
Tc00.1047053506885.20	XP_821513
Tc00.1047053508461.530	XP_821645
Tc00.1047053508495.30	XP_817386
Tc00.1047053506729.9	XP_809449
Tc00.1047053508451.60	XP_809218
Tc00.1047053504221.9	XP_803234
Tc00.1047053511565.10	XP_804942
Tc00.1047053503395.20	XP_805114
Tc00.1047053509997.60	XP_808171
Tc00.1047053503599.40	XP_808693
Tc00.1047053507275.40	XP_809415
Tc00.1047053504431.30	XP_810164
Tc00.1047053508431.5	XP_810769
Tc00.1047053508273.40	XP_811394
Tc00.1047053508781.80	XP_811622
Tc00.1047053508047.11	XP_812154
Tc00.1047053506405.43	XP_812748
Tc00.1047053510515.130	XP_812929
Tc00.1047053504137.140	XP_813871
Tc00.1047053511215.70	XP_814165
Tc00.1047053505999.30	XP_816054
Tc00.1047053507963.50	XP_809784
Tc00.1047053509587.20	XP_804343
Tc00.1047053511277.280	XP_821895
Tc00.1047053509895.40	XP_812231
Tc00.1047053510733.50	XP_809147
Tc00.1047053503687.30	XP_806068
Tc00.1047053506363.120	XP_811387
Tc00.1047053508859.118	XP_812082
Tc00.1047053510465.100	XP_818353
Tc00.1047053510707.20	XP_802291
Tc00.1047053506821.120	XP_815985
Tc00.1047053511181.10	XP_816357
Tc00.1047053507063.40	XP_819964
Tc00.1047053509115.50	XP_807852
Tc00.1047053506959.64	XP_814143
Tc00.1047053511667.20	XP_815973
Tc00.1047053506241.50	XP_817884
Tc00.1047053508173.70	XP_818265
Tc00.1047053507069.210	XP_818405
Tc00.1047053508909.300	XP_820521
Tc00.1047053507949.250	XP_817166
Tc00.1047053504427.130	XP_819483
Tc00.1047053508163.190	XP_821435
Tc00.1047053510339.20	XP_811270
Tc00.1047053507491.130	XP_816994
Tc00.1047053508647.130	XP_818247
Tc00.1047053511245.160	XP_818064
Tc00.1047053510275.355	XP_820749
Tc00.1047053510421.90	XP_819156
Tc00.1047053506459.219	XP_820400
Tc00.1047053508741.90	XP_821043
Tc00.1047053510329.90	XP_821186
Tc00.1047053510377.150	XP_821299
Tc00.1047053508109.14	XP_810384
Tc00.1047053504021.130	XP_815619
Tc00.1047053505035.5	XP_803000
Tc00.1047053508347.20	XP_817472
Tc00.1047053503949.40	XP_804141
Tc00.1047053506053.20	XP_810139
Tc00.1047053510241.120	XP_812306
Tc00.1047053509551.20	XP_814539
Tc00.1047053503991.10	XP_804534
Tc00.1047053507033.10	XP_806095
Tc00.1047053504051.20	XP_807652
Tc00.1047053511189.70	XP_810554
Tc00.1047053508303.10	XP_812596
Tc00.1047053511245.190	XP_818067
Tc00.1047053508413.30	XP_808860
Tc00.1047053510721.21	XP_803956
Tc00.1047053504113.20	XP_804391
Tc00.1047053507945.30	XP_804484
Tc00.1047053506915.10	XP_805848
Tc00.1047053509721.60	XP_808238
Tc00.1047053510087.80	XP_811555
Tc00.1047053511089.30	XP_815165
Tc00.1047053508323.84	XP_813174
Tc00.1047053511517.153	XP_815700
Tc00.1047053433061.10	XP_802261
Tc00.1047053506667.20	XP_815506
Tc00.1047053511259.30	XP_816856
Tc00.1047053508879.180	XP_819053
Tc00.1047053504427.10	XP_819471
Tc00.1047053508221.260	XP_822002
Tc00.1047053506819.20	XP_804695
Tc00.1047053507559.100	XP_811373
Tc00.1047053508547.110	XP_816959
Tc00.1047053510713.20	XP_818090
Tc00.1047053510013.50	XP_818519
Tc00.1047053508999.134	XP_820105
Tc00.1047053506247.420	XP_820356
Tc00.1047053503419.40	XP_807381
Tc00.1047053510309.70	XP_809225
Tc00.1047053510097.10	XP_802934
Tc00.1047053485889.10	XP_804204
Tc00.1047053504255.10	XP_806027
Tc00.1047053511929.30	XP_808588
Tc00.1047053504013.11	XP_810050
Tc00.1047053506355.130	XP_814829
Tc00.1047053507019.100	XP_811253
Tc00.1047053466531.9	XP_802164
Tc00.1047053506419.69	XP_806492
Tc00.1047053508719.50	XP_808912
Tc00.1047053506831.40	XP_809229
Tc00.1047053510819.4	XP_812849
Tc00.1047053503999.90	XP_813442
Tc00.1047053508355.70	XP_821101
Tc00.1047053510759.190	XP_817241
Tc00.1047053508707.70	XP_820702
Tc00.1047053511277.140	XP_821882
Tc00.1047053506727.140	XP_811438
Tc00.1047053511827.100	XP_816569
Tc00.1047053510305.70	XP_812168
Tc00.1047053506295.150	XP_812865
Tc00.1047053506835.10	XP_813542
Tc00.1047053511389.150	XP_814301
Tc00.1047053508637.40	XP_815235
Tc00.1047053511825.100	XP_816490
Tc00.1047053506195.180	XP_819111
Tc00.1047053506599.40	XP_820633
Tc00.1047053462761.16	XP_802990
Tc00.1047053508235.20	XP_805410
Tc00.1047053508933.5	XP_806697
Tc00.1047053511595.30	XP_807472
Tc00.1047053508719.20	XP_808909
Tc00.1047053506585.40	XP_809817
Tc00.1047053506725.50	XP_810916
Tc00.1047053508441.94	XP_811635
Tc00.1047053506375.70	XP_812678
Tc00.1047053510819.110	XP_812847
Tc00.1047053507257.40	XP_814515
Tc00.1047053507643.15	XP_814585
Tc00.1047053506577.10	XP_816880
Tc00.1047053511303.140	XP_817365
Tc00.1047053508307.100	XP_817133
Tc00.1047053506529.200	XP_821951
Tc00.1047053509591.30	XP_809139
Tc00.1047053507673.70	XP_806274
Tc00.1047053506315.60	XP_810253
Tc00.1047053508045.20	XP_814239
Tc00.1047053511585.40	XP_820363
Tc00.1047053506227.150	XP_817459
Tc00.1047053503975.60	XP_812321
Tc00.1047053510315.10	XP_804829
Tc00.1047053506425.10	XP_815443
Tc00.1047053503655.30	XP_810837
Tc00.1047053506925.30	XP_821557
Tc00.1047053504223.20	XP_804326
Tc00.1047053511599.30	XP_814897
Tc00.1047053510355.230	XP_819067
Tc00.1047053439653.10	XP_802434
Tc00.1047053506677.30	XP_804055
Tc00.1047053504059.30	XP_806175
Tc00.1047053506609.30	XP_807450
Tc00.1047053509803.30	XP_809569
Tc00.1047053511165.100	XP_809598
Tc00.1047053507709.110	XP_814313
Tc00.1047053509395.20	XP_814610
Tc00.1047053511871.120	XP_814768
Tc00.1047053506955.70	XP_817873
Tc00.1047053509621.10	XP_802757
Tc00.1047053506051.20	XP_805197
Tc00.1047053509931.20	XP_805548
Tc00.1047053507825.20	XP_805564
Tc00.1047053507219.9	XP_805733
Tc00.1047053510259.30	XP_805936
Tc00.1047053508981.20	XP_806419
Tc00.1047053503923.20	XP_807268
Tc00.1047053508503.30	XP_808412
Tc00.1047053504431.80	XP_810167
Tc00.1047053506727.30	XP_811427
Tc00.1047053507769.30	XP_803713
Tc00.1047053508415.50	XP_804429
Tc00.1047053503499.10	XP_804921
Tc00.1047053507487.30	XP_805797
Tc00.1047053509457.10	XP_806276
Tc00.1047053508295.60	XP_806674
Tc00.1047053504253.30	XP_809388
Tc00.1047053509011.30	XP_812570
Tc00.1047053507091.20	XP_813602
Tc00.1047053504035.110	XP_814084
Tc00.1047053508827.60	XP_814741
Tc00.1047053511815.50	XP_814446
Tc00.1047053511815.170	XP_814454
Tc00.1047053507641.220	XP_819497
Tc00.1047053503611.30	XP_804714
Tc00.1047053508027.120	XP_813302
Tc00.1047053506973.140	XP_817821
Tc00.1047053510483.280	XP_820468
Tc00.1047053511461.14	XP_809094
Tc00.1047053504157.120	XP_813540
Tc00.1047053511149.80	XP_817712
Tc00.1047053506859.180	XP_818370
Tc00.1047053511807.36	XP_820442
Tc00.1047053506247.210	XP_820335
Tc00.1047053506227.170	XP_817461
Tc00.1047053510303.10	XP_819593
Tc00.1047053508741.240	XP_821055
Tc00.1047053506763.210	XP_819725
Tc00.1047053508831.10	XP_818916
Tc00.1047053506763.80	XP_819718
Tc00.1047053510629.310	XP_821324
Tc00.1047053511277.220	XP_821890
Tc00.1047053508355.5	XP_821098
Tc00.1047053503945.10	XP_804311
Tc00.1047053508777.100	XP_817212
Tc00.1047053509017.9	XP_808487
Tc00.1047053508417.10	XP_806461
Tc00.1047053508637.63	XP_815245
Tc00.1047053509317.50	XP_809190
Tc00.1047053510089.30	XP_816795
Tc00.1047053504155.160	XP_817848
Tc00.1047053508277.80	XP_820268
Tc00.1047053468405.9	XP_802263
Tc00.1047053505401.40	XP_806780
Tc00.1047053510073.75	XP_811156
Tc00.1047053511717.130	XP_814653
Tc00.1047053506501.120	XP_819992
Tc00.1047053506297.190	XP_820203
Tc00.1047053510735.60	XP_809072
Tc00.1047053510421.80	XP_819155
Tc00.1047053510625.190	XP_819538
Tc00.1047053511811.20	XP_804792
Tc00.1047053505999.4	XP_816070
Tc00.1047053505807.120	XP_816624
Tc00.1047053509151.70	XP_814057
Tc00.1047053457979.10	XP_802770
Tc00.1047053504143.20	XP_804090
Tc00.1047053503713.10	XP_804472
Tc00.1047053509269.4	XP_805446
Tc00.1047053506041.10	XP_807257
Tc00.1047053511559.50	XP_807470
Tc00.1047053508813.50	XP_810133
Tc00.1047053503925.90	XP_811460
Tc00.1047053507485.70	XP_812383
Tc00.1047053509207.150	XP_813718
Tc00.1047053508147.140	XP_814533
Tc00.1047053510747.130	XP_815206
Tc00.1047053503875.30	XP_805102
Tc00.1047053510603.90	XP_815398
Tc00.1047053507105.60	XP_811422
Tc00.1047053462761.10	XP_802988
Tc00.1047053511505.10	XP_804468
Tc00.1047053511713.20	XP_805281
Tc00.1047053506207.50	XP_806359
Tc00.1047053504013.110	XP_810049
Tc00.1047053510285.110	XP_814284
Tc00.1047053510747.34	XP_815213
Tc00.1047053507713.30	XP_804480
Tc00.1047053504261.40	XP_808180
Tc00.1047053503855.60	XP_811729
Tc00.1047053506175.70	XP_812886
Tc00.1047053508355.200	XP_821113
Tc00.1047053504929.5	XP_803180
Tc00.1047053511389.90	XP_814295
Tc00.1047053511127.350	XP_821364
Tc00.1047053436761.10	XP_802223
Tc00.1047053507669.10	XP_817100
Tc00.1047053511367.310	XP_819434
Tc00.1047053506435.440	XP_821029
Tc00.1047053511277.260	XP_821893
Tc00.1047053507939.30	XP_806854
Tc00.1047053506829.30	XP_812346
Tc00.1047053421231.10	XP_802512
Tc00.1047053510777.29	XP_803220
Tc00.1047053507929.20	XP_804093
Tc00.1047053509141.30	XP_805111
Tc00.1047053511863.20	XP_806199
Tc00.1047053504159.60	XP_810216
Tc00.1047053509563.50	XP_807712
Tc00.1047053509525.420	XP_820828
Tc00.1047053508317.20	XP_811958
Tc00.1047053441967.9	XP_802155
Tc00.1047053509889.9	XP_802479
Tc00.1047053492827.10	XP_802330
Tc00.1047053511751.140	XP_818501
Tc00.1047053509639.10	XP_803999
Tc00.1047053507035.130	XP_815970
Tc00.1047053506241.170	XP_817892
Tc00.1047053510611.50	XP_810644
Tc00.1047053506459.230	XP_820393
Tc00.1047053503799.4	XP_802940
Tc00.1047053507605.13	XP_804413
Tc00.1047053503693.20	XP_804488
Tc00.1047053508963.30	XP_808201
Tc00.1047053510289.90	XP_809687
Tc00.1047053506351.30	XP_810239
Tc00.1047053506567.60	XP_811839
Tc00.1047053508633.100	XP_813145
Tc00.1047053511649.30	XP_815052
Tc00.1047053511173.24	XP_821398
Tc00.1047053506691.90	XP_810926
Tc00.1047053510791.20	XP_809511
Tc00.1047053506407.50	XP_812209
Tc00.1047053508729.18	XP_802756
Tc00.1047053508587.50	XP_809044
Tc00.1047053510823.100	XP_810949
Tc00.1047053506743.220	XP_816354
Tc00.1047053506811.120	XP_818209
Tc00.1047053506203.10	XP_815755
Tc00.1047053508909.210	XP_820516
Tc00.1047053507839.40	XP_806929
Tc00.1047053511423.100	XP_813484
Tc00.1047053510303.230	XP_819611
Tc00.1047053508355.320	XP_821124
Tc00.1047053506413.30	XP_806955
Tc00.1047053506279.200	XP_817008
Tc00.1047053510901.150	XP_819028
Tc00.1047053510303.70	XP_819599
Tc00.1047053508799.40	XP_819794
Tc00.1047053506855.160	XP_820576
Tc00.1047053508307.190	XP_817142
Tc00.1047053511725.170	XP_818728
Tc00.1047053510197.190	XP_818894
Tc00.1047053509979.320	XP_820795
Tc00.1047053510879.10	XP_814663
Tc00.1047053508409.90	XP_818841
Tc00.1047053511173.430	XP_821394
Tc00.1047053510285.90	XP_814282
Tc00.1047053508707.170	XP_820711
Tc00.1047053506705.40	XP_807283
Tc00.1047053511281.56	XP_811204
Tc00.1047053509797.40	XP_808554
Tc00.1047053509611.80	XP_814797
Tc00.1047053509561.70	XP_812560
Tc00.1047053503425.5	XP_803208
Tc00.1047053506807.20	XP_806588
Tc00.1047053503491.19	XP_807460
Tc00.1047053509997.40	XP_808170
Tc00.1047053509779.30	XP_808685
Tc00.1047053506777.10	XP_811967
Tc00.1047053509053.100	XP_813314
Tc00.1047053507467.119	XP_814050
Tc00.1047053503939.30	XP_815253
Tc00.1047053508815.140	XP_815602
Tc00.1047053506363.130	XP_811388
Tc00.1047053506513.100	XP_816291
Tc00.1047053506147.60	XP_817592
Tc00.1047053507143.70	XP_812278
Tc00.1047053507491.30	XP_816989
Tc00.1047053506265.50	XP_817511
Tc00.1047053511727.270	XP_819299
Tc00.1047053510889.240	XP_820884
Tc00.1047053506885.390	XP_821541
Tc00.1047053510993.19	XP_803257
Tc00.1047053504009.40	XP_808209
Tc00.1047053509965.280	XP_820244
Tc00.1047053508355.260	XP_821118
Tc00.1047053506163.20	XP_810185
Tc00.1047053510013.170	XP_818524
Tc00.1047053510329.20	XP_821179
Tc00.1047053511127.190	XP_821349
Tc00.1047053508433.70	XP_818690
Tc00.1047053507611.340	XP_821172
Tc00.1047053510359.340	XP_821756
Tc00.1047053510579.50	XP_811069
Tc00.1047053506281.20	XP_811949
Tc00.1047053508303.30	XP_812598
Tc00.1047053506175.50	XP_812884
Tc00.1047053511109.100	XP_813184
Tc00.1047053511071.120	XP_814007
Tc00.1047053509151.110	XP_814061
Tc00.1047053510475.105	XP_810747
Tc00.1047053511467.60	XP_811412
Tc00.1047053510519.40	XP_812707
Tc00.1047053511521.30	XP_804176
Tc00.1047053509509.60	XP_806448
Tc00.1047053397923.10	XP_802622
Tc00.1047053506763.290	XP_819728
Tc00.1047053506207.40	XP_806358
Tc00.1047053509551.60	XP_814543
Tc00.1047053504121.39	XP_804517
Tc00.1047053504883.40	XP_810019
Tc00.1047053507041.71	XP_811751
Tc00.1047053504045.5	XP_811139
Tc00.1047053508515.150	XP_815479
Tc00.1047053507677.160	XP_816667
Tc00.1047053510025.20	XP_817614
Tc00.1047053507681.210	XP_818594
Tc00.1047053507993.340	XP_820624
Tc00.1047053509271.10	XP_802177
Tc00.1047053510359.260	XP_821748
Tc00.1047053506223.50	XP_812935
Tc00.1047053506389.79	XP_808682
Tc00.1047053510773.30	XP_813461
Tc00.1047053509767.200	XP_817280
Tc00.1047053504741.110	XP_817782
Tc00.1047053511817.134	XP_819375
Tc00.1047053506885.380	XP_821540
Tc00.1047053511139.40	XP_804732
Tc00.1047053510055.20	XP_815630
Tc00.1047053509179.110	XP_816446
Tc00.1047053510105.130	XP_819890
Tc00.1047053509973.40	XP_806790
Tc00.1047053508179.50	XP_809004
Tc00.1047053511529.190	XP_815737
Tc00.1047053506775.180	XP_816983
Tc00.1047053506811.20	XP_818199
Tc00.1047053422031.10	XP_802181
Tc00.1047053510101.260	XP_821235
Tc00.1047053508153.1040	XP_822093
Tc00.1047053509551.70	XP_814544
Tc00.1047053509937.100	XP_817403
Tc00.1047053506127.40	XP_816188
Tc00.1047053510311.10	XP_817646
Tc00.1047053508365.160	XP_818706
Tc00.1047053506321.20	XP_819386
Tc00.1047053506789.140	XP_819914
Tc00.1047053511283.180	XP_820945
Tc00.1047053510187.360	XP_821497
Tc00.1047053511183.400	XP_821909
Tc00.1047053506265.10	XP_817507
Tc00.1047053504427.70	XP_819477
Tc00.1047053506727.4	XP_811440
Tc00.1047053510175.160	XP_817052
Tc00.1047053511817.190	XP_819363
Tc00.1047053508099.20	XP_805002
Tc00.1047053509683.90	XP_815341
Tc00.1047053413605.10	XP_802996
Tc00.1047053506711.30	XP_804952
Tc00.1047053506305.20	XP_807817
Tc00.1047053510115.70	XP_808551
Tc00.1047053510323.60	XP_810969
Tc00.1047053507859.46	XP_812187
Tc00.1047053507765.80	XP_813247
Tc00.1047053511261.100	XP_815077
Tc00.1047053506067.300	XP_819012
Tc00.1047053450155.9	XP_802439
Tc00.1047053503407.10	XP_804103
Tc00.1047053510233.39	XP_805896
Tc00.1047053509877.30	XP_807340
Tc00.1047053509459.60	XP_808429
Tc00.1047053503891.110	XP_809751
Tc00.1047053504069.60	XP_811510
Tc00.1047053506177.60	XP_813936
Tc00.1047053506363.140	XP_811389
Tc00.1047053506247.470	XP_820311
Tc00.1047053511043.60	XP_806817
Tc00.1047053503909.100	XP_812105
Tc00.1047053481211.20	XP_804838
Tc00.1047053509067.60	XP_808068
Tc00.1047053503593.50	XP_809462
Tc00.1047053508269.60	XP_809916
Tc00.1047053503453.40	XP_810702
Tc00.1047053508385.50	XP_811895
Tc00.1047053507867.50	XP_812036
Tc00.1047053507623.90	XP_813008
Tc00.1047053507091.50	XP_813605
Tc00.1047053507237.160	XP_819579
Tc00.1047053509497.9	XP_803034
Tc00.1047053511917.10	XP_803151
Tc00.1047053503647.9	XP_804303
Tc00.1047053506841.4	XP_805580
Tc00.1047053452699.30	XP_805816
Tc00.1047053503527.60	XP_806764
Tc00.1047053510829.20	XP_807694
Tc00.1047053503891.50	XP_809745
Tc00.1047053509151.50	XP_814055
Tc00.1047053506993.110	XP_815771
Tc00.1047053506757.120	XP_816558
Tc00.1047053510155.20	XP_820107
Tc00.1047053511761.20	XP_810649
Tc00.1047053401469.10	XP_802713
Tc00.1047053503541.20	XP_804208
Tc00.1047053509023.60	XP_817033
Tc00.1047053419043.10	XP_802541
Tc00.1047053508741.50	XP_821039
Tc00.1047053510329.290	XP_821206
Tc00.1047053510279.70	XP_821076
Tc00.1047053482369.20	XP_804679
Tc00.1047053509097.28	XP_808721
Tc00.1047053510101.210	XP_821232
Tc00.1047053506529.150	XP_821941
Tc00.1047053503507.50	XP_804811
Tc00.1047053510823.10	XP_810940
Tc00.1047053503489.30	XP_805081
Tc00.1047053506475.14	XP_817201
Tc00.1047053508179.40	XP_809003
Tc00.1047053507647.39	XP_805352
Tc00.1047053432629.30	XP_805129
Tc00.1047053504179.50	XP_808525
Tc00.1047053506795.44	XP_811290
Tc00.1047053509261.20	XP_805506
Tc00.1047053503539.10	XP_803904
Tc00.1047053504119.20	XP_805043
Tc00.1047053509895.30	XP_812230
Tc00.1047053510819.10	XP_812839
Tc00.1047053511685.60	XP_807375
Tc00.1047053511633.50	XP_809564
Tc00.1047053505949.160	XP_812554
Tc00.1047053510237.60	XP_813255
Tc00.1047053509207.90	XP_813712
Tc00.1047053511649.100	XP_815058
Tc00.1047053510661.129	XP_818038
Tc00.1047053509841.10	XP_803330
Tc00.1047053503519.30	XP_805361
Tc00.1047053506893.70	XP_807836
Tc00.1047053507873.50	XP_806119
Tc00.1047053504029.90	XP_809470
Tc00.1047053509645.30	XP_804750
Tc00.1047053511277.84	XP_821866
Tc00.1047053503797.4	XP_804272
Tc00.1047053511277.590	XP_821856
Tc00.1047053509175.9	XP_803095
Tc00.1047053506297.10	XP_820187
Tc00.1047053506581.30	XP_807023
Tc00.1047053511301.60	XP_815485
Tc00.1047053506267.10	XP_812046
Tc00.1047053507711.349	XP_819880
Tc00.1047053506529.120	XP_821935
Tc00.1047053503643.30	XP_807007
Tc00.1047053507019.10	XP_811247
Tc00.1047053469785.10	XP_805252
Tc00.1047053510291.20	XP_805475
Tc00.1047053509499.10	XP_806737
Tc00.1047053506415.10	XP_807429
Tc00.1047053509921.9	XP_808464
Tc00.1047053510235.10	XP_808512
Tc00.1047053510289.54	XP_809690
Tc00.1047053506777.40	XP_811970
Tc00.1047053508323.190	XP_813172
Tc00.1047053511717.80	XP_814648
Tc00.1047053504021.20	XP_815609
Tc00.1047053507625.120	XP_816242
Tc00.1047053504741.230	XP_817793
Tc00.1047053508939.30	XP_808374
Tc00.1047053511529.230	XP_815741
Tc00.1047053507523.60	XP_810287
Tc00.1047053506401.290	XP_821281
Tc00.1047053508901.10	XP_803890
Tc00.1047053503913.10	XP_804991
Tc00.1047053504123.20	XP_806258
Tc00.1047053503987.39	XP_807399
Tc00.1047053507851.60	XP_808821
Tc00.1047053503583.60	XP_809893
Tc00.1047053508289.31	XP_810613
Tc00.1047053509527.40	XP_813723
Tc00.1047053508175.270	XP_820981
Tc00.1047053422921.20	XP_802396
Tc00.1047053503819.10	XP_804160
Tc00.1047053507393.9	XP_805060
Tc00.1047053508579.40	XP_805398
Tc00.1047053509165.30	XP_806206
Tc00.1047053507803.30	XP_809964
Tc00.1047053506589.140	XP_810428
Tc00.1047053510697.60	XP_810954
Tc00.1047053506009.50	XP_813040
Tc00.1047053510575.100	XP_815353
Tc00.1047053509109.114	XP_816685
Tc00.1047053507927.20	XP_809536
Tc00.1047053508981.30	XP_806420
Tc00.1047053506657.70	XP_809130
Tc00.1047053506629.100	XP_816583
Tc00.1047053509399.70	XP_818076
Tc00.1047053509965.220	XP_820239
Tc00.1047053505997.70	XP_818661
Tc00.1047053510355.200	XP_819064
Tc00.1047053510463.240	XP_819656
Tc00.1047053510681.20	XP_804230
Tc00.1047053503797.10	XP_804271
Tc00.1047053508227.40	XP_807356
Tc00.1047053509367.40	XP_808188
Tc00.1047053507237.350	XP_819591
Tc00.1047053510311.160	XP_817661
Tc00.1047053508153.300	XP_822077
Tc00.1047053506613.40	XP_816303
Tc00.1047053509695.200	XP_817767
Tc00.1047053510659.50	XP_818443
Tc00.1047053506945.260	XP_818989
Tc00.1047053507641.64	XP_819512
Tc00.1047053507093.66	XP_820562
Tc00.1047053510359.330	XP_821755
Tc00.1047053473313.10	XP_802279
Tc00.1047053508637.79	XP_815248
Tc00.1047053510719.100	XP_819189
Tc00.1047053511807.256	XP_820445
Tc00.1047053508831.40	XP_818919
Tc00.1047053511817.10	XP_819348
Tc00.1047053508175.80	XP_820968
Tc00.1047053508873.460	XP_821718
Tc00.1047053506681.20	XP_811158
Tc00.1047053510753.9	XP_805139
Tc00.1047053510857.50	XP_807726
Tc00.1047053506777.80	XP_811974
Tc00.1047053509583.10	XP_804015
Tc00.1047053504057.70	XP_817292
Tc00.1047053511335.9	XP_803067
Tc00.1047053509331.150	XP_816783
Tc00.1047053510163.20	XP_806964
Tc00.1047053511517.70	XP_815688
Tc00.1047053425855.9	XP_802544
Tc00.1047053509849.10	XP_804822
Tc00.1047053503779.50	XP_807485
Tc00.1047053508881.150	XP_815587
Tc00.1047053506475.50	XP_817192
Tc00.1047053509419.140	XP_817997
Tc00.1047053510985.10	XP_802788
Tc00.1047053505647.20	XP_804365
Tc00.1047053506815.50	XP_806034
Tc00.1047053510295.20	XP_807362
Tc00.1047053506893.90	XP_807838
Tc00.1047053507005.80	XP_808657
Tc00.1047053508839.20	XP_809660
Tc00.1047053510441.10	XP_809741
Tc00.1047053511507.110	XP_811568
Tc00.1047053504057.90	XP_817294
Tc00.1047053506435.370	XP_821023
Tc00.1047053506559.80	XP_821790
Tc00.1047053504239.350	XP_820022
Tc00.1047053507955.20	XP_802799
Tc00.1047053510969.30	XP_803412
Tc00.1047053505971.10	XP_804932
Tc00.1047053511895.40	XP_807493
Tc00.1047053507729.50	XP_807964
Tc00.1047053508081.80	XP_810549
Tc00.1047053510039.30	XP_811053
Tc00.1047053506375.80	XP_812679
Tc00.1047053511167.60	XP_813784
Tc00.1047053509769.30	XP_814992
Tc00.1047053507747.230	XP_818385
Tc00.1047053511497.10	XP_802335
Tc00.1047053508309.10	XP_803304
Tc00.1047053504887.10	XP_804252
Tc00.1047053503571.10	XP_805177
Tc00.1047053509013.10	XP_806304
Tc00.1047053503487.40	XP_807223
Tc00.1047053509005.40	XP_808634
Tc00.1047053507819.30	XP_809996
Tc00.1047053506315.40	XP_810251
Tc00.1047053510087.10	XP_811550
Tc00.1047053509105.10	XP_814881
Tc00.1047053511261.140	XP_815080
Tc00.1047053509987.10	XP_802785
Tc00.1047053509123.10	XP_805628
Tc00.1047053506631.50	XP_806235
Tc00.1047053508645.30	XP_807664
Tc00.1047053511393.49	XP_808877
Tc00.1047053511801.60	XP_810333
Tc00.1047053507065.150	XP_811608
Tc00.1047053510237.70	XP_813256
Tc00.1047053506909.120	XP_814754
Tc00.1047053495369.10	XP_802143
Tc00.1047053510497.160	XP_816769
Tc00.1047053509777.90	XP_814230
Tc00.1047053506399.89	XP_809281
Tc00.1047053507013.20	XP_805218
Tc00.1047053507979.10	XP_807497
Tc00.1047053508957.14	XP_805724
Tc00.1047053506835.60	XP_813547
Tc00.1047053505939.5	XP_810015
Tc00.1047053506661.130	XP_813982
Tc00.1047053503971.20	XP_807038
Tc00.1047053509805.30	XP_819939
Tc00.1047053507875.170	XP_818860
Tc00.1047053506195.170	XP_819110
Tc00.1047053506211.170	XP_819459
Tc00.1047053506297.60	XP_820192
Tc00.1047053507585.20	XP_804157
Tc00.1047053506977.10	XP_811880
Tc00.1047053506793.100	XP_812430
Tc00.1047053508853.30	XP_806432
Tc00.1047053507689.25	XP_807351
Tc00.1047053504179.9	XP_808531
Tc00.1047053508011.30	XP_810832
Tc00.1047053507831.100	XP_814074
Tc00.1047053509237.60	XP_814633
Tc00.1047053511823.79	XP_807003
Tc00.1047053508307.44	XP_817146
Tc00.1047053506625.190	XP_817983
Tc00.1047053510363.250	XP_819146
Tc00.1047053510513.50	XP_808423
Tc00.1047053510285.80	XP_814281
Tc00.1047053507949.130	XP_817162
Tc00.1047053421555.9	XP_802329
Tc00.1047053504217.10	XP_803810
Tc00.1047053503813.20	XP_805473
Tc00.1047053503419.10	XP_807378
Tc00.1047053503829.50	XP_808333
Tc00.1047053506495.24	XP_808783
Tc00.1047053511761.10	XP_810648
